customer_id,customer_name,email,registration_date,customer_type
C00774,Isaiah Dixit,ltank@example.org,2026-05-19,REGULAR
C00775,Chatura Patla,shaurya64@example.com,2026-02-25,REGULAR
C00776,Caleb Chawla,yogipatrick@example.org,2023-08-27,PREMIUM
C00777,Yutika D’Alia,keersai@example.net,2025-12-29,PREMIUM
C00778,Oni Issac,victor15@example.org,2023-12-12,REGULAR
C00779,Nitara Iyengar,ekannan@example.com,2026-01-06,REGULAR
C00780,Chatura Sarin,taraksha@example.org,2025-03-05,REGULAR
C00781,Laban Shankar,jagratimadan@example.org,2024-12-15,PREMIUM
C00782,Azad Bhasin,laban17@example.com,2025-04-22,REGULAR
C00783,Hemal Kannan,naksh92@example.net,2025-11-17,VIP
C00784,Gabriel Sabharwal,lkalita@example.com,2025-06-30,VIP
C00785,Akshay Sangha,yugnarang@example.com,2025-12-29,REGULAR
C00786,Manthan Ahluwalia,cbasu@example.com,2025-09-03,REGULAR
C00787,Pavani Wali,zsrinivas@example.net,2023-12-12,PREMIUM
C00788,Warhi Khosla,aroraniharika@example.org,2024-02-04,VIP
C00789,Chakrika Khare,babuvarsha@example.net,2024-10-28,PREMIUM
C00790,Tripti Bajwa,xsheth@example.org,2025-04-02,REGULAR
C00791,Kamala Shetty,boballekha@example.net,2024-12-11,REGULAR
C00792,Chaman Sandhu,sarthak19@example.com,2023-10-06,REGULAR
C00793,Charan Choudhry,dpau@example.net,2023-09-14,REGULAR
C00794,Jeevika Gill,jayaramanlakshit@example.com,2024-07-17,REGULAR
C00795,Vanya Kadakia,ekanipandit@example.com,2025-09-02,PREMIUM
C00796,Aradhana Bhagat,pradhanhemani@example.com,2025-08-06,PREMIUM
C00797,Upma Wali,siya95@example.net,2023-10-22,PREMIUM
C00798,Tanvi Chahal,ramanpraneel@example.com,2023-11-09,REGULAR
C00799,Nitesh Majumdar,divanwatika@example.org,2024-05-25,REGULAR
C00800,Chaaya Saha,urvipalan@example.com,2025-06-01,PREMIUM
C00801,Bishakha Gulati,bainsvincent@example.net,2026-04-09,REGULAR
C00802,Nisha Oza,vedika98@example.net,2025-06-03,REGULAR
C00803,Daksha Deo,onveer43@example.com,2025-02-09,VIP
C00804,Champak Divan,bhavani72@example.net,2024-03-18,PREMIUM
C00805,Qabil Gill,neelkhanna@example.org,2023-09-14,REGULAR
C00806,Jonathan Sastry,kala23@example.net,2023-09-04,REGULAR
C00807,Hemangini Divan,saumya82@example.net,2024-10-23,REGULAR
C00808,Aryan Ravel,ddhillon@example.com,2024-03-11,REGULAR
C00809,Yashica Narula,urvi49@example.net,2024-02-26,PREMIUM
C00810,Hamsini Chowdhury,ibaria@example.net,2025-11-14,PREMIUM
C00811,Darika Bakshi,ckannan@example.com,2023-12-03,REGULAR
C00812,Christopher Hayer,arunimahayre@example.org,2023-11-19,REGULAR
C00813,Gagan Vala,fhayer@example.com,2026-02-03,REGULAR
C00814,Jalsa Rao,prishapingle@example.com,2025-02-11,REGULAR
C00815,Bhavani Pai,darika78@example.org,2024-06-12,REGULAR
C00816,Ojasvi Savant,nihal66@example.org,2026-01-10,REGULAR
C00817,Maanas Johal,vaishnavi85@example.org,2026-01-15,PREMIUM
C00818,Gaurang Ahuja,amahajan@example.org,2025-11-22,REGULAR
C00819,Laksh Iyengar,lakshmimann@example.net,2025-08-13,REGULAR
C00820,Chasmum Modi,osheth@example.org,2023-07-16,REGULAR
C00821,Adweta Mital,pdash@example.net,2024-10-01,REGULAR
C00822,Praneel Swamy,ayushdar@example.com,2025-08-16,REGULAR
C00823,Janaki Srivastava,okuruvilla@example.net,2025-07-21,REGULAR
C00824,Kashvi Vala,ladnicholas@example.net,2023-10-11,REGULAR
C00825,Ekaja Shenoy,ishanvigade@example.org,2024-09-08,REGULAR
C00826,Oni Parekh,mannbishakha@example.net,2026-03-31,PREMIUM
C00827,Yoshita Hari,girindraganesh@example.net,2024-11-25,REGULAR
C00828,Charvi Madan,gopal89@example.com,2024-02-21,PREMIUM
C00829,Laksh Vasa,kashish76@example.com,2024-03-22,PREMIUM
C00830,Tejas Dubey,raghavvora@example.net,2025-11-15,PREMIUM
C00831,Omisha Sharma,dadakaran@example.org,2025-07-26,REGULAR
C00832,Devika Patil,riyavirk@example.com,2024-04-05,REGULAR
C00833,Ayush Dani,kabirdhar@example.net,2024-06-28,REGULAR
C00834,Jeremiah Kadakia,farhansandal@example.net,2024-01-02,PREMIUM
C00835,Anirudh Sule,mbasak@example.org,2023-09-01,VIP
C00836,Upasna Dani,caleb14@example.net,2023-07-28,REGULAR
C00837,Jatin Jha,qasimpanchal@example.org,2023-12-01,REGULAR
C00838,Arunima Pall,naveen89@example.org,2025-09-04,REGULAR
C00839,Hardik Atwal,rehaanmanda@example.org,2025-10-24,PREMIUM
C00840,Hardik Kala,speri@example.net,2024-04-25,REGULAR
C00841,Hredhaan Golla,ladli63@example.net,2024-06-30,REGULAR
C00842,Isaiah Murthy,shuklaimaran@example.net,2024-02-09,REGULAR
C00843,Jalsa Mani,butalafalak@example.com,2024-01-08,REGULAR
C00844,Bhanumati Shan,sachi38@example.com,2024-10-06,REGULAR
C00845,Ranbir Boase,lpillai@example.org,2026-05-25,REGULAR
C00846,Henry Randhawa,qvirk@example.net,2023-11-22,VIP
C00847,Luke Rana,vchaudry@example.org,2023-10-21,REGULAR
C00848,Rushil Nigam,netradas@example.org,2025-05-02,PREMIUM
C00849,Arya Mahajan,eparekh@example.net,2026-02-03,PREMIUM
C00850,Vedhika Vaidya,manan71@example.org,2024-08-05,PREMIUM
C00851,Widisha Kashyap,ayushmanchaudhary@example.net,2023-10-03,REGULAR
C00852,Wishi Bala,lavanyanarain@example.org,2024-10-25,REGULAR
C00853,Faraj Venkatesh,mshukla@example.com,2026-05-06,PREMIUM
C00854,Vritti Thaman,hemal88@example.org,2023-08-31,REGULAR
C00855,Jagat Rajagopal,ymurty@example.com,2025-06-26,VIP
C00856,Bachittar Goel,nitesh76@example.org,2024-11-09,PREMIUM
C00857,Vinaya Choudhary,kzacharia@example.com,2025-07-21,PREMIUM
C00858,Yashawini Bhalla,flall@example.net,2025-02-18,REGULAR
C00859,Bhavani Nagi,balachakradev@example.org,2025-02-01,REGULAR
C00860,Avi Om,bchatterjee@example.com,2025-01-18,REGULAR
C00861,Indali Bhalla,yugkeer@example.net,2024-11-08,REGULAR
C00862,Dominic Mody,nazarethomkaar@example.org,2025-10-26,REGULAR
C00863,Baljiwan Sharma,avarmaexample.com,2023-08-13,REGULAR
C00864,Anthony Nadig,uramakrishnan@example.net,2023-12-11,REGULAR
C00865,Harish Jha,watika85@example.org,2026-02-22,VIP
C00866,Januja Sarin,watikaborra@example.net,2024-06-09,PREMIUM
C00867,Alka Batta,neelima39@example.net,2023-12-02,REGULAR
C00868,Gayathri Mahajan,walivaishnavi@example.com,2024-06-02,REGULAR
C00869,Faraj Mittal,rachita85@example.org,2025-04-16,REGULAR
C00870,Zayan Varma,bgole@example.net,2025-09-21,REGULAR
C00871,Xalak Kala,oloyal@example.net,2026-02-21,REGULAR
C00872,Darpan Vig,janyashere@example.org,2024-07-20,PREMIUM
C00873,Charita Saran,enagar@example.net,2024-05-24,REGULAR
C00874,Amara Mangat,aahanakeer@example.com,2024-07-17,REGULAR
C00875,Mason Handa,korpaldayita@example.com,2025-08-05,REGULAR
C00876,Pahal Bansal,nathanielmahajan@example.org,2023-08-27,REGULAR
C00877,Arunima Goda,sunderanmol@example.org,2023-11-20,REGULAR
C00878,Chanchal Bhatt,qpatla@example.net,2023-11-30,REGULAR
C00879,Logan Keer,tellajai@example.net,2026-05-09,REGULAR
C00880,Watika Chana,jasonmunshi@example.com,2026-01-05,VIP
C00881,Warinder Sampath,maanaschhabra@example.org,2024-06-09,REGULAR
C00882,Ria Rege,daksh78@example.com,2024-01-04,REGULAR
C00883,Pallavi Soman,arunimadhillon@example.com,2025-07-20,VIP
C00884,Darika Bail,bhagatwriddhish@example.com,2025-11-17,VIP
C00885,Dayamai Patil,warriorwarjas@example.com,2025-03-07,REGULAR
C00886,Maya Kumer,gautam34@example.org,2024-03-17,PREMIUM
C00887,Edhitha Ray,mahalfaris@example.com,2025-07-13,REGULAR
C00888,Gaurangi Sami,dyaladvika@example.net,2023-10-24,REGULAR
C00889,Osha Narain,wbala@example.org,2026-04-04,REGULAR
C00890,Sachi Deshpande,rattanryan@example.net,2024-10-29,REGULAR
C00891,Fitan Choudhry,zaidvarty@example.net,2026-04-16,REGULAR
C00892,Nirja Nagarajan,vsridhar@example.org,2024-08-20,REGULAR
C00893,Falak Manda,fradosachdeva@example.com,2024-04-20,REGULAR
C00894,Krishna Kapur,bajajveer@example.org,2025-06-30,REGULAR
C00895,Adweta Ganguly,rattanpushti@example.net,2024-08-20,PREMIUM
C00896,Gaurav Pillai,jacobatwal@example.net,2025-10-06,PREMIUM
C00897,Sudiksha Talwar,kapursamar@,2024-08-29,VIP
C00898,Warda Raja,raaginijhaveri@example.net,2024-06-11,VIP
C00899,Ranbir Sahota,nilimadhingra@example.org,2024-10-05,REGULAR
C00900,Warinder Seshadri,kalashanker@example.org,2023-07-29,VIP
C00901,Kiaan Naik,tkala@example.com,2025-04-30,REGULAR
C00902,Elijah Chandran,bengaurangi@example.org,2025-07-13,REGULAR
C00903,Chakradev Ahluwalia,yamini96@example.com,2025-03-17,REGULAR
C00904,Kevin Barman,abhagara@example.net,2025-08-16,VIP
C00905,Upadhriti Deo,nadigrachita@example.org,2024-08-20,REGULAR
C00906,Dhriti Basu,xalakmand@example.net,2025-01-23,REGULAR
C00907,Barkha Lall,zansi56@example.org,2024-11-14,VIP
C00908,Matthew Sarraf,gulatimanthan@example.org,2024-07-04,REGULAR
C00909,Balendra Singhal,nihal76@example.org,2025-08-19,VIP
C00910,Riya Parikh,fshankar@example.org,2024-02-27,PREMIUM
C00911,Ikshita Chander,bhanumatigole@,2025-09-10,REGULAR
C00912,Simon Agrawal,omajabose@example.org,2025-08-24,REGULAR
C00913,Falguni Bal,jairaj65@example.net,2023-12-24,REGULAR
C00914,Mitesh Balakrishnan,sharmavarsha@example.com,2026-03-15,VIP
C00915,Abdul Narayan,sethiekta@example.net,2025-12-13,REGULAR
C00916,Siddharth Bava,ekantika01@example.net,2026-02-02,REGULAR
C00917,George Rastogi,pranav36@example.org,2023-08-13,REGULAR
C00918,Nicholas Rama,pmane@example.net,2024-03-08,REGULAR
C00919,Chanchal Swaminathan,rmukherjee@example.net,2024-02-01,PREMIUM
C00920,Gopal Pillai,vrishtisehgal@example.com,2025-07-22,PREMIUM
C00921,Pallavi Chana,npillay@example.org,2025-05-17,PREMIUM
C00922,Girik Baria,ubika32@example.com,2025-10-09,PREMIUM
C00923,Bina Sidhu,zbuch@example.com,2024-10-21,REGULAR
C00924,Joshua Mital,prishamerchant@example.net,2023-09-25,REGULAR
C00925,Chakradev Varghese,uppalpavani@example.com,2023-12-06,REGULAR
C00926,Zehaan Pant,finn80@example.org,2026-05-05,REGULAR
C00927,Praneel Gopal,fbath@example.com,2024-10-17,PREMIUM
C00928,Suhani Sengupta,harita23@example.org,2023-11-11,REGULAR
C00929,Hitesh Saraf,ahluwaliamegha@example.org,2023-08-02,REGULAR
C00930,Vansha Sharma,tsur@example.net,2026-02-25,REGULAR
C00931,Megha Mittal,dasskrishna@example.org,2024-05-04,REGULAR
C00932,Amol Guha,kadakiavasana@example.net,2024-02-23,REGULAR
C00933,Rajata Yohannan,gabrielmitra@example.com,2024-02-28,PREMIUM
C00934,Pahal Bains,ganesanmichael@example.net,2025-06-03,REGULAR
C00935,Urishilla Bahri,mkibe@example.com,2025-12-13,VIP
C00936,Charan Nath,chauhanrachana@example.com,2025-08-21,REGULAR
C00937,Balhaar Sura,gsunder@example.net,2026-02-16,REGULAR
C00938,Vincent Bhat,samidiya@example.net,2023-10-19,PREMIUM
C00939,Omisha Solanki,talwaridika@example.com,2025-05-20,REGULAR
C00940,Neel Mani,upasnapadmanabhan@example.com,2024-07-07,REGULAR
C00941,Harinakshi Sidhu,chaayaramakrishnan@example.com,2026-05-23,REGULAR
C00942,Urmi Edwin,barkhachadha@example.net,2025-08-01,REGULAR
C00943,Oscar Iyengar,vyanjanachaudhuri@example.com,2025-08-17,PREMIUM
C00944,Wahab Kadakia,badamijagrati@example.com,2025-01-17,REGULAR
C00945,Owen Thakur,bhattgeetika@example.com,2024-01-06,REGULAR
C00946,Jai Kapur,vkuruvilla@example.com,2023-09-23,REGULAR
C00947,Matthew Varma,bediraksha@example.com,2024-01-01,REGULAR
C00948,Harsh Barman,ganeshjacob@example.org,2025-01-24,REGULAR
C00949,Brinda Sathe,jchaudhary@example.net,2025-01-28,REGULAR
C00950,Lakshit Das,revasagar@example.org,2024-07-28,REGULAR
C00951,Harita Mangat,fredericklata@example.com,2025-04-17,REGULAR
C00952,Yatan Doshi,ikari@example.com,2025-04-15,PREMIUM
C00953,Tara Varty,ayushman72@example.org,2025-09-23,REGULAR
C00954,Frado Nigam,neelima26@example.org,2025-03-14,REGULAR
C00955,Matthew Bhardwaj,oni68@example.com,2024-11-11,PREMIUM
C00956,Abhiram Mammen,netrasehgal@example.net,2024-05-26,REGULAR
C00957,Hemani Ravel,charvichad@example.org,2025-10-24,PREMIUM
C00958,Madhavi Date,tanay18@example.net,2024-11-09,REGULAR
C00959,Nathaniel Bajaj,zachariaaarna@example.org,2024-10-27,REGULAR
C00960,Yashasvi Choudhry,pradhanaashi@example.net,2025-09-08,VIP
C00961,Jatin Batta,senchanchal@example.net,2023-07-21,VIP
C00962,Harinakshi Keer,inayamistry@example.com,2026-05-14,REGULAR
C00963,Krishna Venkatesh,henrynarang@example.net,2026-01-02,PREMIUM
C00964,Jalsa Sha,dinpavani@example.com,2023-11-17,REGULAR
C00965,David Sandal,vamakshikala@example.com,2023-11-11,VIP
C00966,Neha Venkataraman,llalla@example.com,2026-03-27,PREMIUM
C00967,Ria Suri,jgaba@example.net,2024-01-26,REGULAR
C00968,Tanvi Dayal,kalatamanna@example.com,2023-09-01,REGULAR
C00969,Kala Dani,hchoudhary@example.com,2025-12-17,REGULAR
C00970,Banjeet Virk,jacobprabhu@example.com,2025-02-13,REGULAR
C00971,Chaitaly Sunder,dharlucky@example.net,2025-04-28,REGULAR
C00972,Dalaja Mander,qadimsuresh@example.org,2024-01-19,REGULAR
C00973,Ekansh Basu,ksrivastavaexample.com,2025-12-07,REGULAR
C00974,Geetika Purohit,wdeo@example.org,2025-09-04,REGULAR
C00975,Shivani Sen,eshanachakraborty@example.net,2026-05-10,PREMIUM
C00976,Lila Kaul,inori@example.org,2026-05-19,REGULAR
C00977,Arunima Chakrabarti,aryanmore@example.net,2026-04-10,VIP
C00978,Frederick Hans,vigranbir@example.com,2025-08-31,REGULAR
C00979,Jai Wali,anirudhmaharaj@example.org,2024-07-28,REGULAR
C00980,Frado Walla,neelima90@example.com,2023-08-18,PREMIUM
C00981,Rajeshri Gole,hbajwaexample.com,2025-02-25,REGULAR
C00982,Gavin Contractor,gangulybhavika@example.org,2024-04-21,REGULAR
C00983,Gaurav Dube,nikita20@example.net,2024-11-29,REGULAR
C00984,Avi Bhardwaj,madhavi15@example.org,2025-04-14,REGULAR
C00985,Aarna Prashad,bensamaksh@example.org,2026-01-25,REGULAR
C00986,Waida Trivedi,rcontractor@example.org,2024-11-18,REGULAR
C00987,Niharika Bhatti,abalakrishnan@example.net,2024-07-10,REGULAR
C00988,Amruta Chaudhuri,jeremiahmodi@example.net,2025-04-04,PREMIUM
C00989,Fiyaz Tella,luckyprakash@example.net,2024-03-30,REGULAR
C00990,Pallavi Seth,agarwalucchal@example.net,2024-10-04,REGULAR
C00991,Aadi Bhasin,mmahajan@example.com,2026-06-03,REGULAR
C00992,Indali Kala,chakradev28@example.net,2023-10-29,REGULAR
C00993,Gaurav Rana,deyati@example.com,2024-06-04,REGULAR
C00994,Hema Lal,pmahajan@example.net,2024-11-23,PREMIUM
C00995,Shivansh Sharaf,amol20@example.net,2025-07-22,REGULAR
C00996,Aditya Ghose,wsuresh@example.com,2025-10-25,REGULAR
C00997,Faras Yohannan,saxenajatin@example.com,2025-02-16,VIP
C00998,Lila Goel,dashturvi@example.com,2024-05-07,PREMIUM
C00999,Aditya Kant,mandishita@example.org,2023-11-29,REGULAR
C01000,Timothy Kaur,cpatil@example.com,2025-08-16,REGULAR
